13:39:22:089 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:159 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:159 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:159 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:159 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:159 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:159 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:159 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:159 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:159 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:159 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:159 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:159 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:159 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:159 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:159 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:159 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:159 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:159 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:159 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:159 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:159 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:159 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:159 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:160 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:160 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:160 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:160 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:160 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:160 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:160 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:160 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:160 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:160 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:160 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:160 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:160 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:160 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:160 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:160 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:160 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:160 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:160 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:160 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:161 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:161 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:161 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:161 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:161 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:161 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:161 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:161 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:161 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:161 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:161 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:161 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:161 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:161 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:161 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:161 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:161 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:161 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:161 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:161 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:162 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:162 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:162 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:162 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:162 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:162 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:162 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:162 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:162 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:162 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:162 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:162 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:162 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:162 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:162 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:162 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:162 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:162 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:162 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:163 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:163 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:163 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:163 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:163 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:163 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:163 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:163 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:163 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:163 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:163 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:163 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:163 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:163 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:163 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:163 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:163 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:163 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:163 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:163 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:163 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:164 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:164 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:164 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:164 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:164 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:164 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:164 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:164 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:164 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:164 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:164 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:164 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:165 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:166 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:166 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:166 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:166 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:166 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:166 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:166 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:166 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:166 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:166 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:166 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:166 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:166 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:166 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:166 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:166 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:166 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:166 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:166 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:167 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:167 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:167 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:167 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:167 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:167 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:167 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:167 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:167 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:167 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:167 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:167 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:167 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:167 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:167 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:167 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:167 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:167 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:167 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:167 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:168 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:168 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:168 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:168 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:168 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:168 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:168 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:168 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:168 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:168 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:168 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:168 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:168 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:168 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:168 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:168 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:168 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:168 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:168 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:168 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:168 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:169 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:169 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:169 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:169 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:169 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:169 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:169 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:169 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:169 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:169 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:169 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:169 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:169 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:169 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:169 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:169 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:169 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:169 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:169 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:169 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:170 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:170 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:170 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:170 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:170 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:170 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:170 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:170 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:170 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:172 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:173 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:173 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:173 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:173 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:173 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:173 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:173 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:173 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:173 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:173 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
