12:44:34:654 -> 0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:53:57:357 -> FSR Live: PB0=0.00, PA7=0.00, PA6=13.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=1.00, PA1=1.00, PA0=0.00
12:53:57:549 -> 717865,500,S0=57.28 mA, S1=244.23 mA, S2=92.43 mA, S3=69.15 mA, S4=51.00 mA
12:53:57:556 -> FSR Live: PB0=0.00, PA7=0.00, PA6=13.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:53:57:750 -> 718065,500,S0=57.85 mA, S1=116.52 mA, S2=92.93 mA, S3=93.43 mA, S4=50.83 mA
12:53:57:757 -> FSR Live: PB0=0.00, PA7=0.00, PA6=13.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=1.00, PA1=0.00, PA0=0.00
12:53:57:949 -> 718265,500,S0=43.28 mA, S1=114.80 mA, S2=93.90 mA, S3=70.68 mA, S4=48.72 mA
12:53:57:957 -> FSR Live: PB0=0.00, PA7=0.00, PA6=13.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=1.00, PA1=0.00, PA0=0.00
12:53:58:149 -> 718465,500,S0=58.28 mA, S1=78.97 mA, S2=93.55 mA, S3=66.37 mA, S4=50.55 mA
12:53:58:157 -> FSR Live: PB0=0.00, PA7=0.00, PA6=13.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:53:58:349 -> 718665,500,S0=55.40 mA, S1=178.80 mA, S2=93.30 mA, S3=70.12 mA, S4=44.18 mA
12:53:58:356 -> FSR Live: PB0=0.00, PA7=0.00, PA6=13.00, PA5=0.00, PA4=1.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:53:58:549 -> 718865,500,S0=57.88 mA, S1=73.25 mA, S2=92.22 mA, S3=45.75 mA, S4=50.65 mA
12:53:58:557 -> FSR Live: PB0=0.00, PA7=0.00, PA6=13.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:53:58:749 -> 719065,500,S0=41.60 mA, S1=243.48 mA, S2=91.95 mA, S3=66.68 mA, S4=47.60 mA
12:53:58:756 -> FSR Live: PB0=0.00, PA7=0.00, PA6=13.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:53:58:949 -> 719265,500,S0=58.28 mA, S1=60.08 mA, S2=92.10 mA, S3=68.07 mA, S4=51.05 mA
12:53:58:957 -> FSR Live: PB0=0.00, PA7=0.00, PA6=13.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:53:59:149 -> 719465,500,S0=56.88 mA, S1=118.45 mA, S2=92.27 mA, S3=56.72 mA, S4=50.72 mA
12:53:59:156 -> FSR Live: PB0=0.00, PA7=0.00, PA6=13.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:53:59:349 -> 719665,500,S0=57.65 mA, S1=116.90 mA, S2=92.37 mA, S3=69.12 mA, S4=71.77 mA
12:53:59:356 -> FSR Live: PB0=0.00, PA7=0.00, PA6=13.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:53:59:549 -> 719865,500,S0=57.65 mA, S1=179.25 mA, S2=92.18 mA, S3=69.37 mA, S4=50.13 mA
12:53:59:556 -> FSR Live: PB0=0.00, PA7=0.00, PA6=13.00, PA5=0.00, PA4=0.00, PA3=11.00, PA2=0.00, PA1=0.00, PA0=0.00
12:53:59:749 -> 720065,500,S0=58.40 mA, S1=82.12 mA, S2=91.97 mA, S3=68.75 mA, S4=50.70 mA
12:53:59:756 -> FSR Live: PB0=0.00, PA7=0.00, PA6=13.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:53:59:949 -> 720265,500,S0=57.60 mA, S1=73.93 mA, S2=92.52 mA, S3=106.12 mA, S4=48.30 mA
12:53:59:956 -> FSR Live: PB0=0.00, PA7=0.00, PA6=13.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:54:00:149 -> 720465,500,S0=58.13 mA, S1=99.62 mA, S2=93.50 mA, S3=69.35 mA, S4=50.25 mA
12:54:00:156 -> FSR Live: PB0=0.00, PA7=0.00, PA6=13.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:54:00:349 -> 720665,500,S0=57.80 mA, S1=175.68 mA, S2=91.82 mA, S3=70.00 mA, S4=50.75 mA
12:54:00:356 -> FSR Live: PB0=0.00, PA7=0.00, PA6=13.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:54:00:549 -> 720865,500,S0=56.85 mA, S1=155.98 mA, S2=92.52 mA, S3=69.82 mA, S4=50.55 mA
12:54:00:556 -> FSR Live: PB0=0.00, PA7=0.00, PA6=13.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:54:00:749 -> 721065,500,S0=58.70 mA, S1=111.00 mA, S2=93.18 mA, S3=68.90 mA, S4=51.30 mA
12:54:00:756 -> FSR Live: PB0=0.00, PA7=0.00, PA6=13.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:54:00:931 -> Received: 1
12:54:00:931 -> Enter next command:
12:54:00:931 -> Moving servos (us): 500
12:54:00:931 -> Moving servos (us): 500
12:54:00:936 -> Moving servos (us): 501
12:54:00:936 -> Moving servos (us): 501
12:54:00:941 -> Moving servos (us): 502
12:54:00:941 -> Moving servos (us): 502
12:54:00:941 -> Moving servos (us): 503
12:54:00:948 -> Moving servos (us): 504
12:54:00:948 -> 721268,504,S0=58.47 mA, S1=49.43 mA, S2=92.40 mA, S3=68.93 mA, S4=51.47 mA
12:54:00:959 -> Moving servos (us): 506
12:54:00:959 -> Moving servos (us): 506
12:54:00:959 -> FSR Live: PB0=0.00, PA7=0.00, PA6=13.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:54:00:970 -> Moving servos (us): 509
12:54:00:970 -> Moving servos (us): 510
12:54:00:975 -> Moving servos (us): 510
12:54:00:975 -> Moving servos (us): 510
12:54:00:980 -> Moving servos (us): 511
12:54:00:980 -> Moving servos (us): 512
12:54:00:980 -> Moving servos (us): 513
12:54:00:986 -> Moving servos (us): 513
12:54:00:986 -> Moving servos (us): 513
12:54:00:991 -> Moving servos (us): 514
12:54:00:991 -> Moving servos (us): 514
12:54:00:991 -> Moving servos (us): 515
12:54:00:997 -> Moving servos (us): 516
12:54:00:997 -> Moving servos (us): 516
12:54:01:002 -> Moving servos (us): 516
12:54:01:002 -> Moving servos (us): 517
12:54:01:002 -> Moving servos (us): 517
12:54:01:007 -> Moving servos (us): 518
12:54:01:007 -> Moving servos (us): 518
12:54:01:013 -> Moving servos (us): 519
12:54:01:013 -> Moving servos (us): 519
12:54:01:013 -> Moving servos (us): 520
12:54:01:018 -> Moving servos (us): 521
12:54:01:018 -> Moving servos (us): 521
12:54:01:023 -> Moving servos (us): 522
12:54:01:023 -> Moving servos (us): 522
12:54:01:023 -> Moving servos (us): 523
12:54:01:032 -> Moving servos (us): 523
12:54:01:032 -> Moving servos (us): 524
12:54:01:034 -> Moving servos (us): 525
12:54:01:034 -> Moving servos (us): 525
12:54:01:034 -> Moving servos (us): 525
12:54:01:040 -> Moving servos (us): 525
12:54:01:040 -> Moving servos (us): 526
12:54:01:045 -> Moving servos (us): 526
12:54:01:045 -> Moving servos (us): 527
12:54:01:045 -> Moving servos (us): 528
12:54:01:050 -> Moving servos (us): 529
12:54:01:050 -> Moving servos (us): 529
12:54:01:056 -> Moving servos (us): 529
12:54:01:056 -> Moving servos (us): 529
12:54:01:056 -> Moving servos (us): 530
12:54:01:062 -> Moving servos (us): 531
12:54:01:062 -> Moving servos (us): 532
12:54:01:067 -> Moving servos (us): 532
12:54:01:067 -> Moving servos (us): 532
12:54:01:072 -> Moving servos (us): 533
12:54:01:072 -> Moving servos (us): 534
12:54:01:072 -> Moving servos (us): 534
12:54:01:078 -> Moving servos (us): 534
12:54:01:078 -> Moving servos (us): 535
12:54:01:083 -> Moving servos (us): 535
12:54:01:083 -> Moving servos (us): 537
12:54:01:083 -> Moving servos (us): 537
12:54:01:088 -> Moving servos (us): 537
12:54:01:088 -> Moving servos (us): 538
12:54:01:094 -> Moving servos (us): 538
12:54:01:094 -> Moving servos (us): 538
12:54:01:094 -> Moving servos (us): 539
12:54:01:099 -> Moving servos (us): 540
12:54:01:099 -> Moving servos (us): 540
12:54:01:105 -> Moving servos (us): 541
12:54:01:105 -> Moving servos (us): 541
12:54:01:105 -> Moving servos (us): 542
12:54:01:110 -> Moving servos (us): 542
12:54:01:110 -> Moving servos (us): 543
12:54:01:116 -> Moving servos (us): 543
12:54:01:116 -> Moving servos (us): 544
12:54:01:116 -> Moving servos (us): 544
12:54:01:121 -> Moving servos (us): 545
12:54:01:121 -> Moving servos (us): 546
12:54:01:126 -> Moving servos (us): 546
12:54:01:126 -> Moving servos (us): 546
12:54:01:126 -> Moving servos (us): 547
12:54:01:132 -> Moving servos (us): 547
12:54:01:132 -> Moving servos (us): 549
12:54:01:137 -> Moving servos (us): 549
12:54:01:137 -> Moving servos (us): 549
12:54:01:137 -> Moving servos (us): 549
12:54:01:142 -> Moving servos (us): 550
12:54:01:142 -> Moving servos (us): 550
12:54:01:150 -> Moving servos (us): 551
12:54:01:150 -> Moving servos (us): 552
12:54:01:150 -> 721471,552,S0=42.13 mA, S1=104.87 mA, S2=73.82 mA, S3=69.32 mA, S4=50.25 mA
12:54:01:160 -> FSR Live: PB0=0.00, PA7=0.00, PA6=13.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=1.00
12:54:01:166 -> Moving servos (us): 556
12:54:01:171 -> Moving servos (us): 556
12:54:01:171 -> Moving servos (us): 557
12:54:01:176 -> Moving servos (us): 558
12:54:01:176 -> Moving servos (us): 558
12:54:01:176 -> Moving servos (us): 559
12:54:01:182 -> Moving servos (us): 559
12:54:01:182 -> Moving servos (us): 560
12:54:01:187 -> Moving servos (us): 561
12:54:01:187 -> Moving servos (us): 561
12:54:01:187 -> Moving servos (us): 561
12:54:01:192 -> Moving servos (us): 562
12:54:01:192 -> Moving servos (us): 562
12:54:01:198 -> Moving servos (us): 563
12:54:01:198 -> Moving servos (us): 564
12:54:01:198 -> Moving servos (us): 564
12:54:01:203 -> Moving servos (us): 564
12:54:01:203 -> Moving servos (us): 565
12:54:01:209 -> Moving servos (us): 565
12:54:01:209 -> Moving servos (us): 566
12:54:01:209 -> Moving servos (us): 566
12:54:01:217 -> Moving servos (us): 567
12:54:01:217 -> Moving servos (us): 568
12:54:01:219 -> Moving servos (us): 568
12:54:01:219 -> Moving servos (us): 568
12:54:01:219 -> Moving servos (us): 569
12:54:01:225 -> Moving servos (us): 570
12:54:01:225 -> Moving servos (us): 570
12:54:01:230 -> Moving servos (us): 571
12:54:01:230 -> Moving servos (us): 571
12:54:01:230 -> Moving servos (us): 571
12:54:01:236 -> Moving servos (us): 573
12:54:01:236 -> Moving servos (us): 573
12:54:01:243 -> Moving servos (us): 573
12:54:01:243 -> Moving servos (us): 574
12:54:01:243 -> Moving servos (us): 574
12:54:01:246 -> Moving servos (us): 574
12:54:01:246 -> Moving servos (us): 576
12:54:01:252 -> Moving servos (us): 576
12:54:01:252 -> Moving servos (us): 576
12:54:01:252 -> Moving servos (us): 577
12:54:01:257 -> Moving servos (us): 577
12:54:01:257 -> Moving servos (us): 578
12:54:01:263 -> Moving servos (us): 578
12:54:01:263 -> Moving servos (us): 579
12:54:01:263 -> Moving servos (us): 579
12:54:01:268 -> Moving servos (us): 580
12:54:01:268 -> Moving servos (us): 581
12:54:01:274 -> Moving servos (us): 581
12:54:01:274 -> Moving servos (us): 582
12:54:01:274 -> Moving servos (us): 582
12:54:01:279 -> Moving servos (us): 582
12:54:01:279 -> Moving servos (us): 583
12:54:01:284 -> Moving servos (us): 583
12:54:01:284 -> Moving servos (us): 585
12:54:01:284 -> Moving servos (us): 585
12:54:01:290 -> Moving servos (us): 585
12:54:01:290 -> Moving servos (us): 585
12:54:01:299 -> Moving servos (us): 586
12:54:01:299 -> Moving servos (us): 586
12:54:01:300 -> Moving servos (us): 587
12:54:01:300 -> Moving servos (us): 588
12:54:01:300 -> Moving servos (us): 588
12:54:01:306 -> Moving servos (us): 589
12:54:01:306 -> Moving servos (us): 589
12:54:01:311 -> Moving servos (us): 590
12:54:01:311 -> Moving servos (us): 590
12:54:01:311 -> Moving servos (us): 591
12:54:01:317 -> Moving servos (us): 591
12:54:01:317 -> Moving servos (us): 591
12:54:01:322 -> Moving servos (us): 593
12:54:01:322 -> Moving servos (us): 593
12:54:01:322 -> Moving servos (us): 594
12:54:01:328 -> Moving servos (us): 594
12:54:01:328 -> Moving servos (us): 594
12:54:01:333 -> Moving servos (us): 595
12:54:01:333 -> Moving servos (us): 595
12:54:01:333 -> Moving servos (us): 596
12:54:01:338 -> Moving servos (us): 596
12:54:01:338 -> Moving servos (us): 597
12:54:01:344 -> Moving servos (us): 598
12:54:01:344 -> Moving servos (us): 598
12:54:01:344 -> Moving servos (us): 598
12:54:01:352 -> Moving servos (us): 599
12:54:01:352 -> Moving servos (us): 600
12:54:01:356 -> 721673,600,S0=9.95 mA, S1=77.00 mA, S2=43.30 mA, S3=10.10 mA, S4=41.47 mA
12:54:01:361 -> FSR Live: PB0=0.00, PA7=0.00, PA6=12.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:54:01:367 -> Moving servos (us): 604
12:54:01:372 -> Moving servos (us): 604
12:54:01:372 -> Moving servos (us): 605
12:54:01:377 -> Moving servos (us): 606
12:54:01:377 -> Moving servos (us): 606
12:54:01:377 -> Moving servos (us): 607
12:54:01:383 -> Moving servos (us): 607
12:54:01:383 -> Moving servos (us): 608
12:54:01:388 -> Moving servos (us): 609
12:54:01:388 -> Moving servos (us): 609
12:54:01:388 -> Moving servos (us): 609
12:54:01:394 -> Moving servos (us): 609
12:54:01:394 -> Moving servos (us): 610
12:54:01:399 -> Moving servos (us): 610
12:54:01:399 -> Moving servos (us): 611
12:54:01:399 -> Moving servos (us): 612
12:54:01:404 -> Moving servos (us): 613
12:54:01:404 -> Moving servos (us): 613
12:54:01:410 -> Moving servos (us): 613
12:54:01:410 -> Moving servos (us): 614
12:54:01:415 -> Moving servos (us): 614
12:54:01:415 -> Moving servos (us): 615
12:54:01:415 -> Moving servos (us): 616
12:54:01:421 -> Moving servos (us): 616
12:54:01:421 -> Moving servos (us): 616
12:54:01:426 -> Moving servos (us): 617
12:54:01:426 -> Moving servos (us): 618
12:54:01:426 -> Moving servos (us): 618
12:54:01:434 -> Moving servos (us): 619
12:54:01:434 -> Moving servos (us): 619
12:54:01:437 -> Moving servos (us): 619
12:54:01:437 -> Moving servos (us): 621
12:54:01:437 -> Moving servos (us): 621
12:54:01:442 -> Moving servos (us): 621
12:54:01:442 -> Moving servos (us): 622
12:54:01:448 -> Moving servos (us): 622
12:54:01:448 -> Moving servos (us): 622
12:54:01:448 -> Moving servos (us): 623
12:54:01:453 -> Moving servos (us): 624
12:54:01:453 -> Moving servos (us): 624
12:54:01:461 -> Moving servos (us): 625
12:54:01:461 -> Moving servos (us): 625
12:54:01:461 -> Moving servos (us): 626
12:54:01:469 -> Moving servos (us): 626
12:54:01:469 -> Moving servos (us): 627
12:54:01:470 -> Moving servos (us): 627
12:54:01:470 -> Moving servos (us): 628
12:54:01:470 -> Moving servos (us): 629
12:54:01:476 -> Moving servos (us): 629
12:54:01:476 -> Moving servos (us): 630
12:54:01:480 -> Moving servos (us): 630
12:54:01:480 -> Moving servos (us): 630
12:54:01:480 -> Moving servos (us): 631
12:54:01:486 -> Moving servos (us): 632
12:54:01:486 -> Moving servos (us): 632
12:54:01:493 -> Moving servos (us): 632
12:54:01:493 -> Moving servos (us): 633
12:54:01:493 -> Moving servos (us): 634
12:54:01:497 -> Moving servos (us): 634
12:54:01:497 -> Moving servos (us): 634
12:54:01:502 -> Moving servos (us): 635
12:54:01:502 -> Moving servos (us): 636
12:54:01:502 -> Moving servos (us): 636
12:54:01:507 -> Moving servos (us): 637
12:54:01:507 -> Moving servos (us): 637
12:54:01:517 -> Moving servos (us): 638
12:54:01:517 -> Moving servos (us): 638
12:54:01:517 -> Moving servos (us): 639
12:54:01:518 -> Moving servos (us): 639
12:54:01:518 -> Moving servos (us): 639
12:54:01:524 -> Moving servos (us): 641
12:54:01:524 -> Moving servos (us): 641
12:54:01:524 -> Moving servos (us): 642
12:54:01:529 -> Moving servos (us): 642
12:54:01:529 -> Moving servos (us): 642
12:54:01:534 -> Moving servos (us): 643
12:54:01:534 -> Moving servos (us): 643
12:54:01:534 -> Moving servos (us): 644
12:54:01:540 -> Moving servos (us): 645
12:54:01:540 -> Moving servos (us): 645
12:54:01:545 -> Moving servos (us): 646
12:54:01:545 -> Moving servos (us): 646
12:54:01:551 -> Moving servos (us): 646
12:54:01:551 -> Moving servos (us): 647
12:54:01:551 -> Moving servos (us): 647
12:54:01:557 -> 721875,647,S0=37.93 mA, S1=58.90 mA, S2=9.68 mA, S3=37.35 mA, S4=39.53 mA
12:54:01:563 -> FSR Live: PB0=0.00, PA7=0.00, PA6=13.00, PA5=0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:54:01:573 -> Moving servos (us): 652
12:54:01:573 -> Moving servos (us): 652
12:54:01:573 -> Moving servos (us): 653
12:54:01:579 -> Moving servos (us): 654
12:54:01:579 -> Moving servos (us): 654
12:54:01:586 -> Moving servos (us): 655
12:54:01:586 -> Moving servos (us): 655
12:54:01:586 -> Moving servos (us): 656
12:54:01:589 -> Moving servos (us): 656
12:54:01:589 -> Moving servos (us): 657
12:54:01:595 -> Moving servos (us): 657
12:54:01:595 -> Moving servos (us): 658
12:54:01:595 -> Moving servos (us): 658
12:54:01:600 -> Moving servos (us): 658
12:54:01:600 -> Moving servos (us): 659
12:54:01:606 -> Moving servos (us): 660
12:54:01:606 -> Moving servos (us): 661
12:54:01:606 -> Moving servos (us): 661
12:54:01:611 -> Moving servos (us): 661
12:54:01:611 -> Moving servos (us): 661
12:54:01:617 -> Moving servos (us): 662
12:54:01:617 -> Moving servos (us): 663
12:54:01:617 -> Moving servos (us): 664
12:54:01:622 -> Moving servos (us): 664
12:54:01:622 -> Moving servos (us): 665
12:54:01:628 -> Moving servos (us): 665
12:54:01:628 -> Moving servos (us): 666
12:54:01:628 -> Moving servos (us): 666
12:54:01:633 -> Moving servos (us): 667
12:54:01:633 -> Moving servos (us): 667
12:54:01:638 -> Moving servos (us): 667
12:54:01:638 -> Moving servos (us): 668
12:54:01:638 -> Moving servos (us): 669
12:54:01:644 -> Moving servos (us): 669
12:54:01:644 -> Moving servos (us): 670
12:54:01:649 -> Moving servos (us): 670
12:54:01:649 -> Moving servos (us): 670
12:54:01:649 -> Moving servos (us): 671
12:54:01:655 -> Moving servos (us): 672
12:54:01:655 -> Moving servos (us): 672
12:54:01:660 -> Moving servos (us): 673
12:54:01:660 -> Moving servos (us): 673
12:54:01:667 -> Moving servos (us): 674
12:54:01:667 -> Moving servos (us): 674
12:54:01:667 -> Moving servos (us): 675
12:54:01:671 -> Moving servos (us): 675
12:54:01:671 -> Moving servos (us): 676
12:54:01:676 -> Moving servos (us): 677
12:54:01:676 -> Moving servos (us): 677
12:54:01:676 -> Moving servos (us): 678
12:54:01:682 -> Moving servos (us): 678
12:54:01:682 -> Moving servos (us): 678
12:54:01:687 -> Moving servos (us): 679
12:54:01:687 -> Moving servos (us): 680
12:54:01:687 -> Moving servos (us): 680
12:54:01:692 -> Moving servos (us): 681
12:54:01:692 -> Moving servos (us): 681
12:54:01:698 -> Moving servos (us): 682
12:54:01:698 -> Moving servos (us): 682
12:54:01:698 -> Moving servos (us): 682
12:54:01:703 -> Moving servos (us): 683
12:54:01:703 -> Moving servos (us): 684
12:54:01:708 -> Moving servos (us): 684
12:54:01:708 -> Moving servos (us): 685
12:54:01:708 -> Moving servos (us): 685
12:54:01:714 -> Moving servos (us): 686
12:54:01:714 -> Moving servos (us): 686
12:54:01:719 -> Moving servos (us): 687
12:54:01:719 -> Moving servos (us): 687
12:54:01:719 -> Moving servos (us): 687
12:54:01:725 -> Moving servos (us): 689
12:54:01:725 -> Moving servos (us): 689
12:54:01:730 -> Moving servos (us): 689
12:54:01:730 -> Moving servos (us): 690
12:54:01:730 -> Moving servos (us): 690
12:54:01:735 -> Moving servos (us): 691
12:54:01:735 -> Moving servos (us): 691
12:54:01:741 -> Moving servos (us): 691
12:54:01:741 -> Moving servos (us): 693
12:54:01:741 -> Moving servos (us): 693
12:54:01:748 -> Moving servos (us): 694
12:54:01:748 -> Moving servos (us): 694
12:54:01:752 -> Moving servos (us): 694
12:54:01:752 -> Moving servos (us): 695
12:54:01:752 -> Moving servos (us): 695
12:54:01:759 -> 722077,695,S0=37.97 mA, S1=40.88 mA, S2=35.97 mA, S3=9.73 mA, S4=529.60 mA
12:54:01:764 -> FSR Live: PB0=0.00, PA7=0.00, PA6=13.00, PA5=1.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:54:01:775 -> Moving servos (us): 700
12:54:01:775 -> Moving servos (us): 700
12:54:01:780 -> Moving servos (us): 701
12:54:01:780 -> Moving servos (us): 702
12:54:01:780 -> Moving servos (us): 703
12:54:01:786 -> Moving servos (us): 703
12:54:01:786 -> Moving servos (us): 703
12:54:01:791 -> Moving servos (us): 704
12:54:01:791 -> Moving servos (us): 704
12:54:01:791 -> Moving servos (us): 705
12:54:01:796 -> Moving servos (us): 705
12:54:01:796 -> Moving servos (us): 706
12:54:01:804 -> Moving servos (us): 706
12:54:01:804 -> Moving servos (us): 706
12:54:01:804 -> Moving servos (us): 708
12:54:01:807 -> Moving servos (us): 708
12:54:01:807 -> Moving servos (us): 709
12:54:01:812 -> Moving servos (us): 709
12:54:01:812 -> Moving servos (us): 709
12:54:01:812 -> Moving servos (us): 710
12:54:01:818 -> Moving servos (us): 710
12:54:01:818 -> Moving servos (us): 711
12:54:01:823 -> Moving servos (us): 711
12:54:01:823 -> Moving servos (us): 712
12:54:01:823 -> Moving servos (us): 713
12:54:01:829 -> Moving servos (us): 713
12:54:01:829 -> Moving servos (us): 713
12:54:01:834 -> Moving servos (us): 714
12:54:01:834 -> Moving servos (us): 714
12:54:01:834 -> Moving servos (us): 715
12:54:01:840 -> Moving servos (us): 716
12:54:01:840 -> Moving servos (us): 716
12:54:01:845 -> Moving servos (us): 716
12:54:01:845 -> Moving servos (us): 717
12:54:01:845 -> Moving servos (us): 718
12:54:01:850 -> Moving servos (us): 718
12:54:01:850 -> Moving servos (us): 718
12:54:01:856 -> Moving servos (us): 719
12:54:01:856 -> Moving servos (us): 720
12:54:01:856 -> Moving servos (us): 720
12:54:01:861 -> Moving servos (us): 721
12:54:01:861 -> Moving servos (us): 721
12:54:01:867 -> Moving servos (us): 722
12:54:01:867 -> Moving servos (us): 722
12:54:01:867 -> Moving servos (us): 723
12:54:01:872 -> Moving servos (us): 723
12:54:01:872 -> Moving servos (us): 723
12:54:01:877 -> Moving servos (us): 725
12:54:01:877 -> Moving servos (us): 725
12:54:01:877 -> Moving servos (us): 725
12:54:01:884 -> Moving servos (us): 726
12:54:01:884 -> Moving servos (us): 726
12:54:01:888 -> Moving servos (us): 727
12:54:01:888 -> Moving servos (us): 727
12:54:01:888 -> Moving servos (us): 728
12:54:01:894 -> Moving servos (us): 729
12:54:01:894 -> Moving servos (us): 729
12:54:01:899 -> Moving servos (us): 730
12:54:01:899 -> Moving servos (us): 730
12:54:01:899 -> Moving servos (us): 730
12:54:01:905 -> Moving servos (us): 731
12:54:01:905 -> Moving servos (us): 732
12:54:01:910 -> Moving servos (us): 732
12:54:01:910 -> Moving servos (us): 733
12:54:01:915 -> Moving servos (us): 733
12:54:01:915 -> Moving servos (us): 734
12:54:01:915 -> Moving servos (us): 734
12:54:01:921 -> Moving servos (us): 735
12:54:01:921 -> Moving servos (us): 736
12:54:01:926 -> Moving servos (us): 736
12:54:01:926 -> Moving servos (us): 736
12:54:01:926 -> Moving servos (us): 737
12:54:01:931 -> Moving servos (us): 737
12:54:01:931 -> Moving servos (us): 738
12:54:01:937 -> Moving servos (us): 738
12:54:01:937 -> Moving servos (us): 739
12:54:01:937 -> Moving servos (us): 739
12:54:01:942 -> Moving servos (us): 739
12:54:01:942 -> Moving servos (us): 741
12:54:01:948 -> Moving servos (us): 741
12:54:01:948 -> Moving servos (us): 742
12:54:01:948 -> Moving servos (us): 742
12:54:01:953 -> Moving servos (us): 742
12:54:01:953 -> Moving servos (us): 743
12:54:01:958 -> Moving servos (us): 743
12:54:01:966 -> 722281,743,S0=38.22 mA, S1=132.20 mA, S2=35.63 mA, S3=42.65 mA, S4=38.30 mA
12:54:01:969 -> FSR Live: PB0=0.00, PA7=0.00, PA6=13.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:54:01:975 -> Moving servos (us): 748
12:54:01:980 -> Moving servos (us): 748
12:54:01:980 -> Moving servos (us): 749
12:54:01:986 -> Moving servos (us): 750
12:54:01:986 -> Moving servos (us): 751
12:54:01:986 -> Moving servos (us): 751
12:54:01:991 -> Moving servos (us): 752
12:54:01:991 -> Moving servos (us): 752
12:54:01:996 -> Moving servos (us): 752
12:54:01:996 -> Moving servos (us): 753
12:54:01:996 -> Moving servos (us): 754
12:54:02:002 -> Moving servos (us): 754
12:54:02:002 -> Moving servos (us): 755
12:54:02:007 -> Moving servos (us): 755
12:54:02:007 -> Moving servos (us): 756
12:54:02:007 -> Moving servos (us): 756
12:54:02:013 -> Moving servos (us): 757
12:54:02:013 -> Moving servos (us): 757
12:54:02:018 -> Moving servos (us): 758
12:54:02:018 -> Moving servos (us): 758
12:54:02:018 -> Moving servos (us): 759
12:54:02:024 -> Moving servos (us): 760
12:54:02:024 -> Moving servos (us): 760
12:54:02:029 -> Moving servos (us): 761
12:54:02:029 -> Moving servos (us): 761
12:54:02:029 -> Moving servos (us): 761
12:54:02:035 -> Moving servos (us): 761
12:54:02:035 -> Moving servos (us): 763
12:54:02:040 -> Moving servos (us): 763
12:54:02:040 -> Moving servos (us): 764
12:54:02:040 -> Moving servos (us): 764
12:54:02:045 -> Moving servos (us): 764
12:54:02:045 -> Moving servos (us): 765
12:54:02:051 -> Moving servos (us): 766
12:54:02:051 -> Moving servos (us): 766
12:54:02:051 -> Moving servos (us): 766
12:54:02:056 -> Moving servos (us): 767
12:54:02:056 -> Moving servos (us): 768
12:54:02:061 -> Moving servos (us): 768
12:54:02:061 -> Moving servos (us): 769
12:54:02:067 -> Moving servos (us): 769
12:54:02:067 -> Moving servos (us): 769
12:54:02:067 -> Moving servos (us): 771
12:54:02:072 -> Moving servos (us): 771
12:54:02:072 -> Moving servos (us): 771
12:54:02:078 -> Moving servos (us): 772
12:54:02:078 -> Moving servos (us): 772
12:54:02:078 -> Moving servos (us): 773
12:54:02:083 -> Moving servos (us): 773
12:54:02:083 -> Moving servos (us): 774
12:54:02:088 -> Moving servos (us): 775
12:54:02:088 -> Moving servos (us): 775
12:54:02:088 -> Moving servos (us): 775
12:54:02:094 -> Moving servos (us): 776
12:54:02:094 -> Moving servos (us): 776
12:54:02:102 -> Moving servos (us): 777
