21:26:37:368 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:397 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:398 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:398 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:398 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:398 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:398 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:398 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:398 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:398 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:398 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:398 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:398 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:398 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:398 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:398 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:398 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:398 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:398 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:398 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:398 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:398 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:398 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:399 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:399 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:399 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:399 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:399 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:399 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:399 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:399 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:399 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:399 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:399 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:399 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:399 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:399 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:399 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:399 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:399 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:399 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:399 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:399 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:400 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:400 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:400 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:400 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:400 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:400 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:400 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:400 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:400 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:400 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:400 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:400 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:400 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:400 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:400 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:403 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:404 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:404 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:404 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:404 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:404 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:404 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:404 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:404 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:404 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:404 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:404 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:404 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:404 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:404 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:404 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:404 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:404 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:404 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:404 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:404 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:404 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:404 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:404 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:404 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:405 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:405 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:405 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:405 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:405 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:405 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:405 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:405 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:405 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:405 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:405 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:405 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:405 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:405 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:405 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:405 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:405 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:405 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:405 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:405 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:405 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:405 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:406 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:406 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:406 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:406 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:406 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:406 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:406 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:406 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:406 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:406 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:406 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:406 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:406 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:406 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:406 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:406 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:406 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:406 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:406 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:406 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:406 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:407 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:407 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:407 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:407 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:407 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:407 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:407 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:407 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:407 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:407 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:407 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:407 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:407 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:407 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:407 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
21:26:37:407 -> PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=1.00
