10:54:13:865 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:22:774 -> 15569,500,S0=115.10 mA, S1=97.85 mA, S2=118.47 mA, S3=62.10 mA, S4=81.90 mA
10:54:22:785 -> FSR Live: PB0=42.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:22:974 -> 15769,500,S0=38.70 mA, S1=98.97 mA, S2=119.68 mA, S3=61.60 mA, S4=80.32 mA
10:54:22:986 -> FSR Live: PB0=41.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:23:174 -> 15969,500,S0=89.00 mA, S1=99.15 mA, S2=118.18 mA, S3=59.85 mA, S4=85.72 mA
10:54:23:185 -> FSR Live: PB0=42.00, PA7=0.00, PA6=28.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:23:374 -> 16169,500,S0=74.52 mA, S1=95.65 mA, S2=119.43 mA, S3=59.45 mA, S4=83.30 mA
10:54:23:385 -> FSR Live: PB0=42.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:23:574 -> 16369,500,S0=74.30 mA, S1=96.97 mA, S2=119.47 mA, S3=56.75 mA, S4=56.75 mA
10:54:23:585 -> FSR Live: PB0=42.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:23:774 -> 16569,500,S0=109.20 mA, S1=94.47 mA, S2=118.68 mA, S3=61.85 mA, S4=107.18 mA
10:54:23:785 -> FSR Live: PB0=42.00, PA7=0.00, PA6=28.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:23:973 -> 16769,500,S0=110.95 mA, S1=96.87 mA, S2=118.55 mA, S3=59.20 mA, S4=76.95 mA
10:54:23:985 -> FSR Live: PB0=42.00, PA7=0.00, PA6=28.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:24:174 -> 16969,500,S0=66.47 mA, S1=94.95 mA, S2=119.45 mA, S3=60.13 mA, S4=115.72 mA
10:54:24:185 -> FSR Live: PB0=42.00, PA7=0.00, PA6=28.00, PA5=0.00, PA4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:24:374 -> 17169,500,S0=111.52 mA, S1=98.20 mA, S2=118.15 mA, S3=61.72 mA, S4=69.75 mA
10:54:24:385 -> FSR Live: PB0=42.00, PA7=0.00, PA6=28.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:24:574 -> 17369,500,S0=111.72 mA, S1=98.95 mA, S2=112.50 mA, S3=62.38 mA, S4=48.70 mA
10:54:24:585 -> FSR Live: PB0=42.00, PA7=0.00, PA6=28.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:24:774 -> 17569,500,S0=67.93 mA, S1=96.00 mA, S2=114.05 mA, S3=61.47 mA, S4=75.22 mA
10:54:24:785 -> FSR Live: PB0=43.00, PA7=0.00, PA6=28.00, PA5=0.00, PA4=0.00, PA3=6.00, PA2=1.00, PA1=0.00, PA0=0.00
10:54:24:973 -> 17769,500,S0=73.12 mA, S1=97.72 mA, S2=115.22 mA, S3=61.20 mA, S4=72.40 mA
10:54:24:985 -> FSR Live: PB0=42.00, PA7=0.00, PA6=28.00, PA5=0.00, PA4=0.00, PA3=6.00, PA2=1.00, PA1=0.00, PA0=0.00
10:54:25:173 -> 17969,500,S0=73.22 mA, S1=97.20 mA, S2=115.02 mA, S3=59.35 mA, S4=75.85 mA
10:54:25:185 -> FSR Live: PB0=42.00, PA7=0.00, PA6=28.00, PA5=0.00, PA4=0.00, PA3=6.00, PA2=0.00, PA1=1.00, PA0=1.00
10:54:25:374 -> 18169,500,S0=67.27 mA, S1=100.85 mA, S2=114.50 mA, S3=62.28 mA, S4=78.60 mA
10:54:25:385 -> FSR Live: PB0=42.00, PA7=0.00, PA6=28.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:25:574 -> 18369,500,S0=85.32 mA, S1=97.22 mA, S2=116.12 mA, S3=59.93 mA, S4=72.32 mA
10:54:25:585 -> FSR Live: PB0=43.00, PA7=0.00, PA6=28.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:25:774 -> 18569,500,S0=112.32 mA, S1=93.72 mA, S2=114.95 mA, S3=60.22 mA, S4=66.60 mA
10:54:25:785 -> FSR Live: PB0=42.00, PA7=0.00, PA6=28.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:25:973 -> 18769,500,S0=109.72 mA, S1=90.02 mA, S2=114.68 mA, S3=61.30 mA, S4=102.93 mA
10:54:25:985 -> FSR Live: PB0=43.00, PA7=0.00, PA6=28.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:26:174 -> 18969,500,S0=70.93 mA, S1=144.85 mA, S2=114.57 mA, S3=60.20 mA, S4=116.12 mA
10:54:26:185 -> FSR Live: PB0=43.00, PA7=0.00, PA6=28.00, PA5=0.00, PA4=0.00, PA3=6.00, PA2=0.00, PA1=1.00, PA0=0.00
10:54:26:374 -> 19169,500,S0=110.10 mA, S1=90.97 mA, S2=114.50 mA, S3=59.88 mA, S4=68.25 mA
10:54:26:385 -> FSR Live: PB0=43.00, PA7=0.00, PA6=28.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:26:574 -> 19369,500,S0=84.55 mA, S1=95.10 mA, S2=115.72 mA, S3=61.72 mA, S4=68.18 mA
10:54:26:585 -> FSR Live: PB0=42.00, PA7=0.00, PA6=29.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:26:773 -> 19569,500,S0=42.83 mA, S1=96.90 mA, S2=114.68 mA, S3=60.75 mA, S4=48.25 mA
10:54:26:785 -> FSR Live: PB0=43.00, PA7=0.00, PA6=28.00, PA5=0.00, PA4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:26:973 -> 19769,500,S0=70.65 mA, S1=93.10 mA, S2=116.43 mA, S3=59.88 mA, S4=72.18 mA
10:54:26:985 -> FSR Live: PB0=43.00, PA7=0.00, PA6=28.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=1.00, PA1=0.00, PA0=0.00
10:54:27:173 -> 19969,500,S0=112.43 mA, S1=93.15 mA, S2=114.85 mA, S3=61.08 mA, S4=70.52 mA
10:54:27:185 -> FSR Live: PB0=43.00, PA7=0.00, PA6=28.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:27:378 -> 20169,500,S0=51.70 mA, S1=61.83 mA, S2=115.00 mA, S3=61.50 mA, S4=47.80 mA
10:54:27:385 -> FSR Live: PB0=44.00, PA7=0.00, PA6=28.00, PA5=0.00, PA4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:27:573 -> 20369,500,S0=78.90 mA, S1=58.28 mA, S2=115.12 mA, S3=60.60 mA, S4=105.02 mA
10:54:27:585 -> FSR Live: PB0=43.00, PA7=0.00, PA6=28.00, PA5=0.00, PA4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:27:773 -> 20569,500,S0=72.60 mA, S1=93.27 mA, S2=116.02 mA, S3=59.50 mA, S4=70.52 mA
10:54:27:785 -> FSR Live: PB0=43.00, PA7=0.00, PA6=28.00, PA5=0.00, PA4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:27:955 -> Received: 1
10:54:27:955 -> Moving servos (us): 500
10:54:27:955 -> Enter next command:
10:54:27:961 -> Moving servos (us): 510
10:54:27:973 -> 20769,510,S0=117.25 mA, S1=60.15 mA, S2=116.20 mA, S3=57.78 mA, S4=50.75 mA
10:54:27:980 -> Moving servos (us): 520
10:54:27:985 -> FSR Live: PB0=43.00, PA7=0.00, PA6=28.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:27:990 -> Moving servos (us): 530
10:54:28:000 -> Moving servos (us): 540
10:54:28:010 -> Moving servos (us): 550
10:54:28:020 -> Moving servos (us): 560
10:54:28:030 -> Moving servos (us): 570
10:54:28:040 -> Moving servos (us): 580
10:54:28:051 -> Moving servos (us): 590
10:54:28:060 -> Moving servos (us): 600
10:54:28:070 -> Moving servos (us): 610
10:54:28:080 -> Moving servos (us): 620
10:54:28:090 -> Moving servos (us): 630
10:54:28:101 -> Moving servos (us): 640
10:54:28:112 -> Moving servos (us): 650
10:54:28:120 -> Moving servos (us): 660
10:54:28:130 -> Moving servos (us): 670
10:54:28:140 -> Moving servos (us): 680
10:54:28:150 -> Moving servos (us): 690
10:54:28:161 -> Moving servos (us): 700
10:54:28:173 -> 20969,700,S0=151.25 mA, S1=40.65 mA, S2=211.18 mA, S3=259.02 mA, S4=48.65 mA
10:54:28:181 -> Moving servos (us): 710
10:54:28:181 -> FSR Live: PB0=43.00, PA7=0.00, PA6=28.00, PA5=0.00, PA4=0.00, PA3=6.00, PA2=0.00, PA1=1.00, PA0=0.00
10:54:28:193 -> Moving servos (us): 720
10:54:28:200 -> Moving servos (us): 730
10:54:28:210 -> Moving servos (us): 740
10:54:28:220 -> Moving servos (us): 750
10:54:28:230 -> Moving servos (us): 760
10:54:28:240 -> Moving servos (us): 770
10:54:28:250 -> Moving servos (us): 780
10:54:28:260 -> Moving servos (us): 790
10:54:28:270 -> Moving servos (us): 800
10:54:28:280 -> Moving servos (us): 810
10:54:28:290 -> Moving servos (us): 820
10:54:28:300 -> Moving servos (us): 830
10:54:28:310 -> Moving servos (us): 840
10:54:28:320 -> Moving servos (us): 850
10:54:28:330 -> Moving servos (us): 860
10:54:28:340 -> Moving servos (us): 870
10:54:28:350 -> Moving servos (us): 880
10:54:28:360 -> Moving servos (us): 890
10:54:28:373 -> 21169,890,S0=190.43 mA, S1=819.17 mA, S2=62.75 mA, S3=42.10 mA, S4=111.32 mA
10:54:28:381 -> Moving servos (us): 900
10:54:28:381 -> FSR Live: PB0=43.00, PA7=0.00, PA6=28.00, PA5=0.00, PA4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:28:393 -> Moving servos (us): 910
10:54:28:399 -> Moving servos (us): 920
10:54:28:409 -> Moving servos (us): 930
10:54:28:419 -> Moving servos (us): 940
10:54:28:429 -> Moving servos (us): 950
10:54:28:440 -> Moving servos (us): 960
10:54:28:449 -> Moving servos (us): 970
10:54:28:459 -> Moving servos (us): 980
10:54:28:469 -> Moving servos (us): 990
10:54:28:479 -> Moving servos (us): 1000
10:54:28:498 -> Moving servos (us): 1010
10:54:28:500 -> Moving servos (us): 1020
10:54:28:509 -> Moving servos (us): 1030
10:54:28:519 -> Moving servos (us): 1040
10:54:28:529 -> Moving servos (us): 1050
10:54:28:539 -> Moving servos (us): 1060
10:54:28:550 -> Moving servos (us): 1070
10:54:28:559 -> Moving servos (us): 1080
10:54:28:571 -> Moving servos (us): 1090
10:54:28:571 -> 21369,1090,S0=495.35 mA, S1=53.43 mA, S2=81.40 mA, S3=819.17 mA, S4=480.70 mA
10:54:28:576 -> Moving servos (us): 1100
10:54:28:584 -> FSR Live: PB0=34.00, PA7=0.00, PA6=28.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:28:589 -> Moving servos (us): 1110
10:54:28:600 -> Moving servos (us): 1120
10:54:28:610 -> Moving servos (us): 1130
10:54:28:620 -> Moving servos (us): 1140
10:54:28:630 -> Moving servos (us): 1150
10:54:28:640 -> Moving servos (us): 1160
10:54:28:650 -> Moving servos (us): 1170
10:54:28:660 -> Moving servos (us): 1180
10:54:28:670 -> Moving servos (us): 1190
10:54:28:680 -> Moving servos (us): 1200
10:54:28:690 -> Moving servos (us): 1210
10:54:28:700 -> Moving servos (us): 1220
10:54:28:716 -> Moving servos (us): 1230
10:54:28:720 -> Moving servos (us): 1240
10:54:28:730 -> Moving servos (us): 1250
10:54:28:740 -> Moving servos (us): 1260
10:54:28:750 -> Moving servos (us): 1270
10:54:28:760 -> Moving servos (us): 1280
10:54:28:773 -> 21569,1280,S0=296.30 mA, S1=23.30 mA, S2=97.90 mA, S3=819.17 mA, S4=819.17 mA
10:54:28:781 -> Moving servos (us): 1290
10:54:28:781 -> Moving servos (us): 1300
10:54:28:786 -> FSR Live: PB0=36.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:28:792 -> Moving servos (us): 1310
10:54:28:804 -> Moving servos (us): 1320
10:54:28:814 -> Moving servos (us): 1330
10:54:28:824 -> Moving servos (us): 1340
10:54:28:834 -> Moving servos (us): 1350
10:54:28:844 -> Moving servos (us): 1360
10:54:28:854 -> Moving servos (us): 1370
10:54:28:864 -> Moving servos (us): 1380
10:54:28:875 -> Moving servos (us): 1390
10:54:28:884 -> Moving servos (us): 1400
10:54:28:894 -> Moving servos (us): 1410
10:54:28:904 -> Moving servos (us): 1420
10:54:28:914 -> Moving servos (us): 1430
10:54:28:924 -> Moving servos (us): 1440
10:54:28:934 -> Moving servos (us): 1450
10:54:28:945 -> Moving servos (us): 1460
10:54:28:954 -> Moving servos (us): 1470
10:54:28:964 -> Moving servos (us): 1480
10:54:28:973 -> 21769,1480,S0=666.50 mA, S1=819.17 mA, S2=91.37 mA, S3=819.17 mA, S4=114.72 mA
10:54:28:981 -> Moving servos (us): 1490
10:54:28:981 -> Moving servos (us): 1500
10:54:28:986 -> FSR Live: PB0=39.00, PA7=0.00, PA6=28.00, PA5=0.00, PA4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:28:994 -> Moving servos (us): 1510
10:54:29:004 -> Moving servos (us): 1520
10:54:29:014 -> Moving servos (us): 1530
10:54:29:024 -> Moving servos (us): 1540
10:54:29:034 -> Moving servos (us): 1550
10:54:29:049 -> Moving servos (us): 1560
10:54:29:054 -> Moving servos (us): 1570
10:54:29:064 -> Moving servos (us): 1580
10:54:29:074 -> Moving servos (us): 1590
10:54:29:084 -> Moving servos (us): 1600
10:54:29:094 -> Moving servos (us): 1610
10:54:29:104 -> Moving servos (us): 1620
10:54:29:114 -> Moving servos (us): 1630
10:54:29:124 -> Moving servos (us): 1640
10:54:29:134 -> Moving servos (us): 1650
10:54:29:144 -> Moving servos (us): 1660
10:54:29:157 -> Moving servos (us): 1670
10:54:29:164 -> Moving servos (us): 1680
10:54:29:173 -> 21969,1680,S0=400.40 mA, S1=33.93 mA, S2=162.93 mA, S3=77.27 mA, S4=819.17 mA
10:54:29:181 -> Moving servos (us): 1690
10:54:29:181 -> Moving servos (us): 1700
10:54:29:186 -> FSR Live: PB0=35.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:29:192 -> Moving servos (us): 1710
10:54:29:204 -> Moving servos (us): 1720
10:54:29:215 -> Moving servos (us): 1730
10:54:29:224 -> Moving servos (us): 1740
10:54:29:234 -> Moving servos (us): 1750
10:54:29:244 -> Moving servos (us): 1760
10:54:29:254 -> Moving servos (us): 1770
10:54:29:264 -> Moving servos (us): 1780
10:54:29:274 -> Moving servos (us): 1790
10:54:29:284 -> Moving servos (us): 1800
10:54:29:294 -> Moving servos (us): 1810
10:54:29:304 -> Moving servos (us): 1820
10:54:29:314 -> Moving servos (us): 1830
10:54:29:326 -> Moving servos (us): 1840
10:54:29:334 -> Moving servos (us): 1850
10:54:29:344 -> Moving servos (us): 1860
10:54:29:354 -> Moving servos (us): 1870
10:54:29:364 -> Moving servos (us): 1880
10:54:29:373 -> 22169,1880,S0=819.17 mA, S1=98.82 mA, S2=195.05 mA, S3=391.10 mA, S4=55.63 mA
10:54:29:382 -> Moving servos (us): 1890
10:54:29:382 -> Moving servos (us): 1900
10:54:29:386 -> FSR Live: PB0=37.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:29:392 -> Moving servos (us): 1910
10:54:29:404 -> Moving servos (us): 1920
10:54:29:416 -> Moving servos (us): 1930
10:54:29:424 -> Moving servos (us): 1940
10:54:29:434 -> Moving servos (us): 1950
10:54:29:444 -> Moving servos (us): 1960
10:54:29:462 -> Moving servos (us): 1970
10:54:29:474 -> Moving servos (us): 1980
10:54:29:476 -> Moving servos (us): 1990
10:54:29:484 -> Moving servos (us): 2000
10:54:29:496 -> Moving servos (us): 2010
10:54:29:504 -> Moving servos (us): 2020
10:54:29:514 -> Moving servos (us): 2030
10:54:29:525 -> Moving servos (us): 2040
10:54:29:544 -> Moving servos (us): 2060
10:54:29:534 -> Moving servos (us): 2050
10:54:29:564 -> Moving servos (us): 2070
10:54:29:565 -> Moving servos (us): 2080
10:54:29:573 -> 22369,2080,S0=819.17 mA, S1=31.75 mA, S2=182.70 mA, S3=819.17 mA, S4=36.83 mA
10:54:29:581 -> Moving servos (us): 2090
10:54:29:581 -> FSR Live: PB0=38.00, PA7=0.00, PA6=27.00, PA5=0.00, PA4=0.00, PA3=4.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:29:593 -> Moving servos (us): 2100
10:54:29:598 -> Moving servos (us): 2110
10:54:29:608 -> Moving servos (us): 2120
10:54:29:618 -> Moving servos (us): 2130
10:54:29:628 -> Moving servos (us): 2140
10:54:29:638 -> Moving servos (us): 2150
10:54:29:648 -> Moving servos (us): 2160
10:54:29:658 -> Moving servos (us): 2170
10:54:29:668 -> Moving servos (us): 2180
10:54:29:678 -> Moving servos (us): 2190
10:54:29:688 -> Moving servos (us): 2200
10:54:29:698 -> Moving servos (us): 2210
10:54:29:708 -> Moving servos (us): 2220
10:54:29:718 -> Moving servos (us): 2230
10:54:29:728 -> Moving servos (us): 2240
10:54:29:738 -> Moving servos (us): 2250
10:54:29:748 -> Moving servos (us): 2260
10:54:29:758 -> Moving servos (us): 2270
10:54:29:771 -> Moving servos (us): 2280
10:54:29:771 -> 22569,2280,S0=819.17 mA, S1=46.97 mA, S2=316.45 mA, S3=92.27 mA, S4=51.55 mA
10:54:29:776 -> Moving servos (us): 2290
10:54:29:785 -> FSR Live: PB0=41.00, PA7=0.00, PA6=22.00, PA5=0.00, PA4=0.00, PA3=4.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:29:790 -> Moving servos (us): 2300
10:54:29:799 -> Moving servos (us): 2310
10:54:29:809 -> Moving servos (us): 2320
10:54:29:819 -> Moving servos (us): 2330
10:54:29:829 -> Moving servos (us): 2340
10:54:29:839 -> Moving servos (us): 2350
10:54:29:849 -> Moving servos (us): 2360
10:54:29:859 -> Moving servos (us): 2370
10:54:29:869 -> Moving servos (us): 2380
10:54:29:879 -> Moving servos (us): 2390
10:54:29:889 -> Moving servos (us): 2400
10:54:29:973 -> 22769,2400,S0=33.53 mA, S1=42.55 mA, S2=121.70 mA, S3=33.00 mA, S4=73.87 mA
10:54:29:985 -> FSR Live: PB0=39.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:30:174 -> 22969,2400,S0=43.03 mA, S1=54.45 mA, S2=55.08 mA, S3=49.85 mA, S4=49.78 mA
10:54:30:185 -> FSR Live: PB0=38.00, PA7=0.00, PA6=25.00, PA5=0.00, PA4=1.00, PA3=4.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:30:373 -> 23169,2400,S0=44.28 mA, S1=53.10 mA, S2=50.08 mA, S3=40.85 mA, S4=61.68 mA
10:54:30:385 -> FSR Live: PB0=39.00, PA7=0.00, PA6=25.00, PA5=0.00, PA4=0.00, PA3=4.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:30:573 -> 23369,2400,S0=53.97 mA, S1=42.50 mA, S2=49.30 mA, S3=48.90 mA, S4=61.93 mA
10:54:30:585 -> FSR Live: PB0=39.00, PA7=0.00, PA6=25.00, PA5=0.00, PA4=0.00, PA3=3.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:30:773 -> 23569,2400,S0=51.75 mA, S1=42.97 mA, S2=47.33 mA, S3=48.33 mA, S4=64.65 mA
10:54:30:784 -> FSR Live: PB0=39.00, PA7=0.00, PA6=25.00, PA5=0.00, PA4=0.00, PA3=4.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:30:973 -> 23769,2400,S0=51.22 mA, S1=54.30 mA, S2=47.93 mA, S3=49.25 mA, S4=63.05 mA
10:54:30:985 -> FSR Live: PB0=38.00, PA7=0.00, PA6=25.00, PA5=0.00, PA4=0.00, PA3=4.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:31:173 -> 23969,2400,S0=51.38 mA, S1=41.78 mA, S2=47.70 mA, S3=48.30 mA, S4=59.75 mA
10:54:31:185 -> FSR Live: PB0=40.00, PA7=0.00, PA6=25.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:31:374 -> 24169,2400,S0=50.38 mA, S1=63.50 mA, S2=47.50 mA, S3=49.35 mA, S4=57.45 mA
10:54:31:384 -> FSR Live: PB0=40.00, PA7=0.00, PA6=25.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:31:573 -> 24369,2400,S0=50.10 mA, S1=73.27 mA, S2=47.90 mA, S3=48.35 mA, S4=45.08 mA
10:54:31:584 -> FSR Live: PB0=41.00, PA7=1.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:31:773 -> 24569,2400,S0=50.65 mA, S1=73.15 mA, S2=47.28 mA, S3=48.38 mA, S4=61.38 mA
10:54:31:784 -> FSR Live: PB0=41.00, PA7=0.00, PA6=25.00, PA5=0.00, PA4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:31:973 -> 24769,2400,S0=71.18 mA, S1=71.35 mA, S2=47.60 mA, S3=49.50 mA, S4=56.08 mA
10:54:31:985 -> FSR Live: PB0=41.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:32:173 -> 24969,2400,S0=71.97 mA, S1=50.78 mA, S2=48.05 mA, S3=49.38 mA, S4=58.15 mA
10:54:32:185 -> FSR Live: PB0=40.00, PA7=0.00, PA6=25.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:32:373 -> 25169,2400,S0=65.52 mA, S1=60.25 mA, S2=47.22 mA, S3=48.38 mA, S4=58.50 mA
10:54:32:385 -> FSR Live: PB0=41.00, PA7=0.00, PA6=25.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=1.00, PA1=1.00, PA0=0.00
10:54:32:573 -> 25369,2400,S0=50.22 mA, S1=50.58 mA, S2=47.88 mA, S3=49.18 mA, S4=58.58 mA
10:54:32:584 -> FSR Live: PB0=40.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:32:773 -> 25569,2400,S0=51.33 mA, S1=51.70 mA, S2=47.88 mA, S3=49.53 mA, S4=56.93 mA
10:54:32:785 -> FSR Live: PB0=40.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:32:973 -> 25769,2400,S0=69.57 mA, S1=51.80 mA, S2=47.20 mA, S3=47.72 mA, S4=52.50 mA
10:54:32:985 -> FSR Live: PB0=40.00, PA7=0.00, PA6=25.00, PA5=0.00, PA4=0.00, PA3=4.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:33:173 -> 25969,2400,S0=58.50 mA, S1=72.77 mA, S2=47.40 mA, S3=48.83 mA, S4=52.90 mA
10:54:33:185 -> FSR Live: PB0=40.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:33:373 -> 26169,2400,S0=51.83 mA, S1=66.18 mA, S2=47.38 mA, S3=49.60 mA, S4=52.88 mA
10:54:33:384 -> FSR Live: PB0=39.00, PA7=0.00, PA6=24.00, PA5=0.00, PA4=0.00, PA3=6.00, PA2=1.00, PA1=0.00, PA0=0.00
10:54:33:574 -> 26369,2400,S0=51.13 mA, S1=69.72 mA, S2=48.10 mA, S3=48.78 mA, S4=52.85 mA
10:54:33:584 -> FSR Live: PB0=40.00, PA7=0.00, PA6=25.00, PA5=0.00, PA4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:33:773 -> 26569,2400,S0=51.70 mA, S1=51.65 mA, S2=47.45 mA, S3=50.80 mA, S4=52.85 mA
10:54:33:784 -> FSR Live: PB0=40.00, PA7=0.00, PA6=25.00, PA5=0.00, PA4=1.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:33:973 -> 26769,2400,S0=51.70 mA, S1=50.83 mA, S2=47.50 mA, S3=49.85 mA, S4=51.65 mA
10:54:33:984 -> FSR Live: PB0=40.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:34:173 -> 26969,2400,S0=50.22 mA, S1=51.33 mA, S2=47.85 mA, S3=49.65 mA, S4=52.58 mA
10:54:34:184 -> FSR Live: PB0=40.00, PA7=0.00, PA6=25.00, PA5=0.00, PA4=0.00, PA3=5.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:34:373 -> 27169,2400,S0=70.25 mA, S1=51.85 mA, S2=47.20 mA, S3=49.70 mA, S4=54.50 mA
10:54:34:384 -> FSR Live: PB0=40.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:34:573 -> 27369,2400,S0=52.00 mA, S1=51.93 mA, S2=47.40 mA, S3=48.63 mA, S4=53.08 mA
10:54:34:584 -> FSR Live: PB0=40.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=6.00, PA2=0.00, PA1=1.00, PA0=0.00
10:54:34:773 -> 27569,2400,S0=41.28 mA, S1=51.58 mA, S2=47.05 mA, S3=50.00 mA, S4=51.55 mA
10:54:34:784 -> FSR Live: PB0=39.00, PA7=0.00, PA6=26.00, PA5=1.00, PA4=0.00, PA3=7.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:34:973 -> 27769,2400,S0=68.32 mA, S1=50.83 mA, S2=46.90 mA, S3=49.55 mA, S4=54.25 mA
10:54:34:984 -> FSR Live: PB0=40.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=7.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:35:173 -> 27969,2400,S0=49.95 mA, S1=51.75 mA, S2=47.35 mA, S3=49.80 mA, S4=55.70 mA
10:54:35:184 -> FSR Live: PB0=40.00, PA7=0.00, PA6=26.00, PA5=0.00, PA4=0.00, PA3=7.00, PA2=0.00, PA1=0.00, PA0=0.00
