11:23:24:225 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:29:368 -> Moving servos (us): 2102
11:23:29:368 -> Moving servos (us): 2102
11:23:29:377 -> Moving servos (us): 2101
11:23:29:377 -> Moving servos (us): 2100
11:23:29:381 -> Moving servos (us): 2100
11:23:29:381 -> Moving servos (us): 2099
11:23:29:381 -> Moving servos (us): 2099
11:23:29:387 -> Moving servos (us): 2097
11:23:29:387 -> Moving servos (us): 2097
11:23:29:393 -> Moving servos (us): 2097
11:23:29:393 -> Moving servos (us): 2097
11:23:29:395 -> Moving servos (us): 2096
11:23:29:395 -> Moving servos (us): 2095
11:23:29:395 -> Moving servos (us): 2095
11:23:29:399 -> Moving servos (us): 2094
11:23:29:399 -> Moving servos (us): 2094
11:23:29:408 -> Moving servos (us): 2093
11:23:29:408 -> Moving servos (us): 2092
11:23:29:410 -> Moving servos (us): 2092
11:23:29:410 -> Moving servos (us): 2092
11:23:29:410 -> Moving servos (us): 2091
11:23:29:416 -> Moving servos (us): 2091
11:23:29:416 -> Moving servos (us): 2090
11:23:29:424 -> Moving servos (us): 2089
11:23:29:424 -> Moving servos (us): 2089
11:23:29:424 -> Moving servos (us): 2089
11:23:29:426 -> Moving servos (us): 2088
11:23:29:426 -> Moving servos (us): 2087
11:23:29:433 -> Moving servos (us): 2087
11:23:29:433 -> Moving servos (us): 2086
11:23:29:437 -> Moving servos (us): 2086
11:23:29:437 -> Moving servos (us): 2085
11:23:29:437 -> Moving servos (us): 2085
11:23:29:444 -> Moving servos (us): 2084
11:23:29:444 -> Moving servos (us): 2084
11:23:29:448 -> Moving servos (us): 2083
11:23:29:448 -> Moving servos (us): 2083
11:23:29:448 -> Moving servos (us): 2082
11:23:29:453 -> Moving servos (us): 2082
11:23:29:453 -> Moving servos (us): 2080
11:23:29:459 -> Moving servos (us): 2080
11:23:29:459 -> Moving servos (us): 2080
11:23:29:464 -> Moving servos (us): 2079
11:23:29:464 -> Moving servos (us): 2079
11:23:29:464 -> Moving servos (us): 2077
11:23:29:473 -> Moving servos (us): 2077
11:23:29:473 -> Moving servos (us): 2077
11:23:29:477 -> Moving servos (us): 2077
11:23:29:477 -> Moving servos (us): 2076
11:23:29:480 -> Moving servos (us): 2075
11:23:29:480 -> Moving servos (us): 2075
11:23:29:480 -> Moving servos (us): 2074
11:23:29:486 -> Moving servos (us): 2074
11:23:29:486 -> Moving servos (us): 2074
11:23:29:495 -> Moving servos (us): 2072
11:23:29:495 -> Moving servos (us): 2072
11:23:29:495 -> Moving servos (us): 2072
11:23:29:502 -> Moving servos (us): 2072
11:23:29:502 -> Moving servos (us): 2071
11:23:29:504 -> Moving servos (us): 2070
11:23:29:504 -> Moving servos (us): 2069
11:23:29:511 -> Moving servos (us): 2069
11:23:29:511 -> Moving servos (us): 2069
11:23:29:511 -> Moving servos (us): 2068
11:23:29:513 -> Moving servos (us): 2067
11:23:29:513 -> Moving servos (us): 2067
11:23:29:518 -> Moving servos (us): 2067
11:23:29:518 -> Moving servos (us): 2066
11:23:29:518 -> Moving servos (us): 2066
11:23:29:524 -> Moving servos (us): 2064
11:23:29:524 -> Moving servos (us): 2064
11:23:29:529 -> Moving servos (us): 2063
11:23:29:529 -> Moving servos (us): 2063
11:23:29:534 -> Moving servos (us): 2063
11:23:29:534 -> Moving servos (us): 2062
11:23:29:534 -> Moving servos (us): 2062
11:23:29:540 -> Moving servos (us): 2060
11:23:29:540 -> Moving servos (us): 2060
11:23:29:545 -> Moving servos (us): 2060
11:23:29:545 -> Moving servos (us): 2060
11:23:29:550 -> Moving servos (us): 2059
11:23:29:556 -> 24403,2059,S0=42.75 mA, S1=37.28 mA, S2=44.28 mA, S3=41.72 mA, S4=13.32 mA
11:23:29:562 -> FSR Live: PB0=36.00, PA7=0.00, PA6=30.00, PA5=0.00, PA4=0.00, PA3=15.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:29:567 -> Moving servos (us): 2054
11:23:29:572 -> Moving servos (us): 2054
11:23:29:572 -> Moving servos (us): 2053
11:23:29:578 -> Moving servos (us): 2052
11:23:29:578 -> Moving servos (us): 2052
11:23:29:578 -> Moving servos (us): 2051
11:23:29:583 -> Moving servos (us): 2050
11:23:29:583 -> Moving servos (us): 2050
11:23:29:590 -> Moving servos (us): 2049
11:23:29:590 -> Moving servos (us): 2049
11:23:29:594 -> Moving servos (us): 2049
11:23:29:594 -> Moving servos (us): 2048
11:23:29:594 -> Moving servos (us): 2048
11:23:29:599 -> Moving servos (us): 2047
11:23:29:599 -> Moving servos (us): 2046
11:23:29:605 -> Moving servos (us): 2046
11:23:29:605 -> Moving servos (us): 2045
11:23:29:610 -> Moving servos (us): 2045
11:23:29:610 -> Moving servos (us): 2044
11:23:29:610 -> Moving servos (us): 2044
11:23:29:616 -> Moving servos (us): 2043
11:23:29:616 -> Moving servos (us): 2043
11:23:29:621 -> Moving servos (us): 2042
11:23:29:621 -> Moving servos (us): 2041
11:23:29:621 -> Moving servos (us): 2041
11:23:29:626 -> Moving servos (us): 2040
11:23:29:626 -> Moving servos (us): 2040
11:23:29:632 -> Moving servos (us): 2040
11:23:29:632 -> Moving servos (us): 2039
11:23:29:637 -> Moving servos (us): 2038
11:23:29:637 -> Moving servos (us): 2038
11:23:29:637 -> Moving servos (us): 2037
11:23:29:643 -> Moving servos (us): 2037
11:23:29:643 -> Moving servos (us): 2036
11:23:29:648 -> Moving servos (us): 2036
11:23:29:648 -> Moving servos (us): 2034
11:23:29:648 -> Moving servos (us): 2034
11:23:29:654 -> Moving servos (us): 2034
11:23:29:654 -> Moving servos (us): 2034
11:23:29:659 -> Moving servos (us): 2033
11:23:29:659 -> Moving servos (us): 2032
11:23:29:664 -> Moving servos (us): 2032
11:23:29:664 -> Moving servos (us): 2031
11:23:29:664 -> Moving servos (us): 2031
11:23:29:670 -> Moving servos (us): 2030
11:23:29:670 -> Moving servos (us): 2029
11:23:29:675 -> Moving servos (us): 2029
11:23:29:675 -> Moving servos (us): 2029
11:23:29:680 -> Moving servos (us): 2028
11:23:29:680 -> Moving servos (us): 2028
11:23:29:680 -> Moving servos (us): 2027
11:23:29:686 -> Moving servos (us): 2027
11:23:29:686 -> Moving servos (us): 2026
11:23:29:691 -> Moving servos (us): 2025
11:23:29:691 -> Moving servos (us): 2025
11:23:29:691 -> Moving servos (us): 2024
11:23:29:697 -> Moving servos (us): 2024
11:23:29:697 -> Moving servos (us): 2023
11:23:29:704 -> Moving servos (us): 2022
11:23:29:704 -> Moving servos (us): 2022
11:23:29:708 -> Moving servos (us): 2022
11:23:29:708 -> Moving servos (us): 2021
11:23:29:708 -> Moving servos (us): 2020
11:23:29:713 -> Moving servos (us): 2020
11:23:29:713 -> Moving servos (us): 2020
11:23:29:719 -> Moving servos (us): 2019
11:23:29:719 -> Moving servos (us): 2019
11:23:29:719 -> Moving servos (us): 2017
11:23:29:724 -> Moving servos (us): 2017
11:23:29:724 -> Moving servos (us): 2017
11:23:29:729 -> Moving servos (us): 2016
11:23:29:729 -> Moving servos (us): 2016
11:23:29:735 -> Moving servos (us): 2015
11:23:29:735 -> Moving servos (us): 2014
11:23:29:735 -> Moving servos (us): 2014
11:23:29:740 -> Moving servos (us): 2014
11:23:29:740 -> Moving servos (us): 2013
11:23:29:747 -> Moving servos (us): 2012
11:23:29:747 -> Moving servos (us): 2012
11:23:29:750 -> Moving servos (us): 2011
11:23:29:750 -> Moving servos (us): 2011
11:23:29:750 -> Moving servos (us): 2010
11:23:29:759 -> 24607,2010,S0=20.92 mA, S1=12.32 mA, S2=51.13 mA, S3=40.93 mA, S4=40.28 mA
11:23:29:764 -> FSR Live: PB0=36.00, PA7=0.00, PA6=30.00, PA5=0.00, PA4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:29:775 -> Moving servos (us): 2006
11:23:29:775 -> Moving servos (us): 2005
11:23:29:780 -> Moving servos (us): 2005
11:23:29:780 -> Moving servos (us): 2003
11:23:29:780 -> Moving servos (us): 2003
11:23:29:785 -> Moving servos (us): 2003
11:23:29:785 -> Moving servos (us): 2002
11:23:29:791 -> Moving servos (us): 2002
11:23:29:791 -> Moving servos (us): 2001
11:23:29:791 -> Moving servos (us): 2001
11:23:29:796 -> Moving servos (us): 2000
11:23:29:796 -> Moving servos (us): 2000
11:23:29:802 -> Moving servos (us): 1999
11:23:29:802 -> Moving servos (us): 1998
11:23:29:807 -> Moving servos (us): 1998
11:23:29:807 -> Moving servos (us): 1997
11:23:29:807 -> Moving servos (us): 1997
11:23:29:812 -> Moving servos (us): 1997
11:23:29:812 -> Moving servos (us): 1996
11:23:29:818 -> Moving servos (us): 1995
11:23:29:818 -> Moving servos (us): 1995
11:23:29:818 -> Moving servos (us): 1994
11:23:29:823 -> Moving servos (us): 1994
11:23:29:823 -> Moving servos (us): 1993
11:23:29:829 -> Moving servos (us): 1993
11:23:29:829 -> Moving servos (us): 1991
11:23:29:834 -> Moving servos (us): 1991
11:23:29:834 -> Moving servos (us): 1991
11:23:29:834 -> Moving servos (us): 1991
11:23:29:840 -> Moving servos (us): 1990
11:23:29:840 -> Moving servos (us): 1989
11:23:29:845 -> Moving servos (us): 1989
11:23:29:845 -> Moving servos (us): 1988
11:23:29:850 -> Moving servos (us): 1988
11:23:29:850 -> Moving servos (us): 1987
11:23:29:850 -> Moving servos (us): 1986
11:23:29:856 -> Moving servos (us): 1986
11:23:29:856 -> Moving servos (us): 1985
11:23:29:861 -> Moving servos (us): 1985
11:23:29:861 -> Moving servos (us): 1985
11:23:29:861 -> Moving servos (us): 1984
11:23:29:870 -> Moving servos (us): 1983
11:23:29:870 -> Moving servos (us): 1982
11:23:29:873 -> Moving servos (us): 1982
11:23:29:873 -> Moving servos (us): 1982
11:23:29:878 -> Moving servos (us): 1982
11:23:29:878 -> Moving servos (us): 1981
11:23:29:878 -> Moving servos (us): 1980
11:23:29:883 -> Moving servos (us): 1979
11:23:29:883 -> Moving servos (us): 1979
11:23:29:888 -> Moving servos (us): 1979
11:23:29:888 -> Moving servos (us): 1978
11:23:29:888 -> Moving servos (us): 1977
11:23:29:894 -> Moving servos (us): 1977
11:23:29:894 -> Moving servos (us): 1977
11:23:29:903 -> Moving servos (us): 1976
11:23:29:903 -> Moving servos (us): 1976
11:23:29:907 -> Moving servos (us): 1974
11:23:29:907 -> Moving servos (us): 1974
11:23:29:907 -> Moving servos (us): 1974
11:23:29:910 -> Moving servos (us): 1973
11:23:29:910 -> Moving servos (us): 1973
11:23:29:915 -> Moving servos (us): 1972
11:23:29:915 -> Moving servos (us): 1972
11:23:29:922 -> Moving servos (us): 1972
11:23:29:922 -> Moving servos (us): 1970
11:23:29:922 -> Moving servos (us): 1970
11:23:29:926 -> Moving servos (us): 1969
11:23:29:926 -> Moving servos (us): 1969
11:23:29:931 -> Moving servos (us): 1968
11:23:29:931 -> Moving servos (us): 1967
11:23:29:931 -> Moving servos (us): 1967
11:23:29:937 -> Moving servos (us): 1967
11:23:29:937 -> Moving servos (us): 1966
11:23:29:942 -> Moving servos (us): 1965
11:23:29:942 -> Moving servos (us): 1965
11:23:29:948 -> Moving servos (us): 1964
11:23:29:948 -> Moving servos (us): 1964
11:23:29:948 -> Moving servos (us): 1964
11:23:29:953 -> Moving servos (us): 1962
11:23:29:953 -> Moving servos (us): 1962
11:23:29:958 -> Moving servos (us): 1962
11:23:29:958 -> 24807,1962,S0=79.22 mA, S1=40.22 mA, S2=57.30 mA, S3=39.80 mA, S4=27.55 mA
11:23:29:964 -> FSR Live: PB0=36.00, PA7=0.00, PA6=30.00, PA5=0.00, PA4=0.00, PA3=15.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:29:975 -> Moving servos (us): 1957
11:23:29:975 -> Moving servos (us): 1957
11:23:29:980 -> Moving servos (us): 1957
11:23:29:980 -> Moving servos (us): 1956
11:23:29:985 -> Moving servos (us): 1956
11:23:29:985 -> Moving servos (us): 1954
11:23:29:985 -> Moving servos (us): 1954
11:23:29:993 -> Moving servos (us): 1954
11:23:29:993 -> Moving servos (us): 1954
11:23:29:996 -> Moving servos (us): 1953
11:23:29:996 -> Moving servos (us): 1952
11:23:30:003 -> Moving servos (us): 1952
11:23:30:003 -> Moving servos (us): 1951
11:23:30:003 -> Moving servos (us): 1950
11:23:30:007 -> Moving servos (us): 1950
11:23:30:007 -> Moving servos (us): 1949
11:23:30:012 -> Moving servos (us): 1949
11:23:30:012 -> Moving servos (us): 1949
11:23:30:012 -> Moving servos (us): 1948
11:23:30:018 -> Moving servos (us): 1948
11:23:30:018 -> Moving servos (us): 1947
11:23:30:023 -> Moving servos (us): 1946
11:23:30:023 -> Moving servos (us): 1945
11:23:30:029 -> Moving servos (us): 1945
11:23:30:029 -> Moving servos (us): 1945
11:23:30:029 -> Moving servos (us): 1944
11:23:30:034 -> Moving servos (us): 1944
11:23:30:034 -> Moving servos (us): 1943
11:23:30:040 -> Moving servos (us): 1942
11:23:30:040 -> Moving servos (us): 1942
11:23:30:045 -> Moving servos (us): 1941
11:23:30:045 -> Moving servos (us): 1941
11:23:30:045 -> Moving servos (us): 1940
11:23:30:050 -> Moving servos (us): 1939
11:23:30:050 -> Moving servos (us): 1939
11:23:30:056 -> Moving servos (us): 1939
11:23:30:056 -> Moving servos (us): 1939
11:23:30:056 -> Moving servos (us): 1937
11:23:30:063 -> Moving servos (us): 1937
11:23:30:063 -> Moving servos (us): 1937
11:23:30:069 -> Moving servos (us): 1936
11:23:30:069 -> Moving servos (us): 1936
11:23:30:073 -> Moving servos (us): 1934
11:23:30:073 -> Moving servos (us): 1934
11:23:30:073 -> Moving servos (us): 1934
11:23:30:077 -> Moving servos (us): 1934
11:23:30:077 -> Moving servos (us): 1933
11:23:30:083 -> Moving servos (us): 1932
11:23:30:083 -> Moving servos (us): 1932
11:23:30:083 -> Moving servos (us): 1931
11:23:30:088 -> Moving servos (us): 1931
11:23:30:088 -> Moving servos (us): 1930
11:23:30:094 -> Moving servos (us): 1929
11:23:30:094 -> Moving servos (us): 1929
11:23:30:099 -> Moving servos (us): 1928
11:23:30:099 -> Moving servos (us): 1928
11:23:30:099 -> Moving servos (us): 1928
11:23:30:104 -> Moving servos (us): 1927
11:23:30:104 -> Moving servos (us): 1926
11:23:30:110 -> Moving servos (us): 1925
11:23:30:110 -> Moving servos (us): 1925
11:23:30:115 -> Moving servos (us): 1925
11:23:30:115 -> Moving servos (us): 1925
11:23:30:115 -> Moving servos (us): 1924
11:23:30:121 -> Moving servos (us): 1923
11:23:30:121 -> Moving servos (us): 1922
11:23:30:127 -> Moving servos (us): 1922
11:23:30:127 -> Moving servos (us): 1922
11:23:30:127 -> Moving servos (us): 1921
11:23:30:132 -> Moving servos (us): 1920
11:23:30:132 -> Moving servos (us): 1920
11:23:30:137 -> Moving servos (us): 1920
11:23:30:137 -> Moving servos (us): 1919
11:23:30:142 -> Moving servos (us): 1919
11:23:30:142 -> Moving servos (us): 1917
11:23:30:142 -> Moving servos (us): 1917
11:23:30:148 -> Moving servos (us): 1917
11:23:30:148 -> Moving servos (us): 1916
11:23:30:153 -> Moving servos (us): 1916
11:23:30:153 -> Moving servos (us): 1915
11:23:30:153 -> Moving servos (us): 1915
11:23:30:160 -> Moving servos (us): 1915
11:23:30:160 -> 25011,1915,S0=819.17 mA, S1=35.20 mA, S2=122.18 mA, S3=41.08 mA, S4=38.93 mA
11:23:30:170 -> FSR Live: PB0=37.00, PA7=0.00, PA6=30.00, PA5=0.00, PA4=0.00, PA3=15.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:30:176 -> Moving servos (us): 1909
11:23:30:183 -> Moving servos (us): 1909
11:23:30:183 -> Moving servos (us): 1908
11:23:30:187 -> Moving servos (us): 1907
11:23:30:187 -> Moving servos (us): 1907
11:23:30:187 -> Moving servos (us): 1907
11:23:30:192 -> Moving servos (us): 1906
11:23:30:192 -> Moving servos (us): 1905
11:23:30:197 -> Moving servos (us): 1905
11:23:30:197 -> Moving servos (us): 1905
11:23:30:197 -> Moving servos (us): 1904
11:23:30:203 -> Moving servos (us): 1904
11:23:30:203 -> Moving servos (us): 1902
11:23:30:208 -> Moving servos (us): 1902
11:23:30:208 -> Moving servos (us): 1902
11:23:30:214 -> Moving servos (us): 1902
11:23:30:214 -> Moving servos (us): 1901
11:23:30:214 -> Moving servos (us): 1900
11:23:30:219 -> Moving servos (us): 1900
11:23:30:219 -> Moving servos (us): 1899
11:23:30:225 -> Moving servos (us): 1899
11:23:30:225 -> Moving servos (us): 1898
11:23:30:225 -> Moving servos (us): 1897
11:23:30:230 -> Moving servos (us): 1897
11:23:30:230 -> Moving servos (us): 1897
11:23:30:236 -> Moving servos (us): 1896
11:23:30:236 -> Moving servos (us): 1896
11:23:30:241 -> Moving servos (us): 1895
11:23:30:241 -> Moving servos (us): 1894
11:23:30:241 -> Moving servos (us): 1893
11:23:30:246 -> Moving servos (us): 1893
11:23:30:246 -> Moving servos (us): 1893
11:23:30:252 -> Moving servos (us): 1892
11:23:30:252 -> Moving servos (us): 1892
11:23:30:257 -> Moving servos (us): 1891
11:23:30:257 -> Moving servos (us): 1890
11:23:30:257 -> Moving servos (us): 1890
11:23:30:262 -> Moving servos (us): 1890
11:23:30:262 -> Moving servos (us): 1889
11:23:30:268 -> Moving servos (us): 1888
11:23:30:268 -> Moving servos (us): 1888
11:23:30:268 -> Moving servos (us): 1887
11:23:30:273 -> Moving servos (us): 1887
11:23:30:273 -> Moving servos (us): 1887
11:23:30:278 -> Moving servos (us): 1885
11:23:30:278 -> Moving servos (us): 1885
11:23:30:284 -> Moving servos (us): 1885
11:23:30:284 -> Moving servos (us): 1884
11:23:30:284 -> Moving servos (us): 1884
11:23:30:289 -> Moving servos (us): 1883
11:23:30:289 -> Moving servos (us): 1883
11:23:30:295 -> Moving servos (us): 1882
11:23:30:295 -> Moving servos (us): 1881
11:23:30:295 -> Moving servos (us): 1881
11:23:30:300 -> Moving servos (us): 1880
11:23:30:300 -> Moving servos (us): 1880
11:23:30:311 -> Moving servos (us): 1880
11:23:30:311 -> Moving servos (us): 1879
11:23:30:313 -> Moving servos (us): 1878
11:23:30:313 -> Moving servos (us): 1877
11:23:30:313 -> Moving servos (us): 1877
11:23:30:316 -> Moving servos (us): 1877
11:23:30:316 -> Moving servos (us): 1876
11:23:30:322 -> Moving servos (us): 1876
11:23:30:322 -> Moving servos (us): 1875
11:23:30:327 -> Moving servos (us): 1874
11:23:30:327 -> Moving servos (us): 1874
11:23:30:327 -> Moving servos (us): 1873
11:23:30:333 -> Moving servos (us): 1873
11:23:30:333 -> Moving servos (us): 1872
11:23:30:338 -> Moving servos (us): 1872
11:23:30:338 -> Moving servos (us): 1871
11:23:30:338 -> Moving servos (us): 1871
11:23:30:343 -> Moving servos (us): 1871
11:23:30:343 -> Moving servos (us): 1869
11:23:30:351 -> Moving servos (us): 1869
11:23:30:351 -> Moving servos (us): 1868
11:23:30:354 -> Moving servos (us): 1868
11:23:30:354 -> Moving servos (us): 1868
11:23:30:354 -> Moving servos (us): 1867
11:23:30:362 -> Moving servos (us): 1867
11:23:30:362 -> 25213,1867,S0=43.05 mA, S1=45.75 mA, S2=71.80 mA, S3=34.93 mA, S4=63.47 mA
11:23:30:368 -> FSR Live: PB0=37.00, PA7=0.00, PA6=30.00, PA5=0.00, PA4=0.00, PA3=15.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:30:378 -> Moving servos (us): 1862
11:23:30:384 -> Moving servos (us): 1862
11:23:30:384 -> Moving servos (us): 1861
11:23:30:384 -> Moving servos (us): 1859
11:23:30:389 -> Moving servos (us): 1859
11:23:30:389 -> Moving servos (us): 1859
11:23:30:395 -> Moving servos (us): 1859
11:23:30:395 -> Moving servos (us): 1858
11:23:30:395 -> Moving servos (us): 1857
11:23:30:401 -> Moving servos (us): 1857
11:23:30:401 -> Moving servos (us): 1856
11:23:30:405 -> Moving servos (us): 1856
11:23:30:405 -> Moving servos (us): 1855
11:23:30:415 -> Moving servos (us): 1854
11:23:30:415 -> Moving servos (us): 1854
11:23:30:415 -> Moving servos (us): 1853
11:23:30:420 -> Moving servos (us): 1853
11:23:30:420 -> Moving servos (us): 1852
11:23:30:422 -> Moving servos (us): 1852
11:23:30:422 -> Moving servos (us): 1851
11:23:30:422 -> Moving servos (us): 1850
11:23:30:427 -> Moving servos (us): 1850
11:23:30:427 -> Moving servos (us): 1850
11:23:30:433 -> Moving servos (us): 1849
11:23:30:433 -> Moving servos (us): 1849
11:23:30:438 -> Moving servos (us): 1848
11:23:30:438 -> Moving servos (us): 1847
11:23:30:438 -> Moving servos (us): 1847
11:23:30:443 -> Moving servos (us): 1847
11:23:30:443 -> Moving servos (us): 1846
11:23:30:449 -> Moving servos (us): 1845
11:23:30:449 -> Moving servos (us): 1845
11:23:30:454 -> Moving servos (us): 1844
11:23:30:454 -> Moving servos (us): 1844
11:23:30:454 -> Moving servos (us): 1843
11:23:30:459 -> Moving servos (us): 1843
11:23:30:459 -> Moving servos (us): 1842
11:23:30:465 -> Moving servos (us): 1842
11:23:30:465 -> Moving servos (us): 1841
11:23:30:465 -> Moving servos (us): 1841
11:23:30:470 -> Moving servos (us): 1840
11:23:30:470 -> Moving servos (us): 1839
11:23:30:476 -> Moving servos (us): 1839
11:23:30:476 -> Moving servos (us): 1838
11:23:30:481 -> Moving servos (us): 1838
11:23:30:481 -> Moving servos (us): 1837
11:23:30:481 -> Moving servos (us): 1837
11:23:30:486 -> Moving servos (us): 1836
11:23:30:486 -> Moving servos (us): 1836
11:23:30:492 -> Moving servos (us): 1835
11:23:30:492 -> Moving servos (us): 1834
11:23:30:492 -> Moving servos (us): 1834
11:23:30:497 -> Moving servos (us): 1833
11:23:30:497 -> Moving servos (us): 1833
11:23:30:503 -> Moving servos (us): 1833
11:23:30:503 -> Moving servos (us): 1832
11:23:30:508 -> Moving servos (us): 1831
11:23:30:508 -> Moving servos (us): 1831
11:23:30:508 -> Moving servos (us): 1830
11:23:30:514 -> Moving servos (us): 1830
11:23:30:514 -> Moving servos (us): 1829
11:23:30:519 -> Moving servos (us): 1829
11:23:30:519 -> Moving servos (us): 1828
11:23:30:524 -> Moving servos (us): 1827
11:23:30:524 -> Moving servos (us): 1827
11:23:30:524 -> Moving servos (us): 1827
11:23:30:534 -> Moving servos (us): 1826
11:23:30:534 -> Moving servos (us): 1825
11:23:30:539 -> Moving servos (us): 1825
11:23:30:539 -> Moving servos (us): 1825
11:23:30:539 -> Moving servos (us): 1824
11:23:30:541 -> Moving servos (us): 1824
11:23:30:541 -> Moving servos (us): 1822
11:23:30:546 -> Moving servos (us): 1822
11:23:30:546 -> Moving servos (us): 1822
11:23:30:551 -> Moving servos (us): 1821
11:23:30:551 -> Moving servos (us): 1821
11:23:30:551 -> Moving servos (us): 1820
11:23:30:557 -> Moving servos (us): 1820
11:23:30:557 -> Moving servos (us): 1818
11:23:30:562 -> Moving servos (us): 1818
11:23:30:562 -> Moving servos (us): 1818
11:23:30:562 -> 25413,1818,S0=51.55 mA, S1=47.55 mA, S2=66.60 mA, S3=35.70 mA, S4=41.43 mA
11:23:30:573 -> FSR Live: PB0=37.00, PA7=0.00, PA6=31.00, PA5=0.00, PA4=0.00, PA3=15.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:30:578 -> Moving servos (us): 1813
11:23:30:585 -> Moving servos (us): 1813
11:23:30:585 -> Moving servos (us): 1813
11:23:30:589 -> Moving servos (us): 1812
11:23:30:589 -> Moving servos (us): 1812
11:23:30:589 -> Moving servos (us): 1810
11:23:30:595 -> Moving servos (us): 1810
11:23:30:595 -> Moving servos (us): 1810
11:23:30:600 -> Moving servos (us): 1810
11:23:30:600 -> Moving servos (us): 1809
11:23:30:605 -> Moving servos (us): 1808
11:23:30:605 -> Moving servos (us): 1807
11:23:30:605 -> Moving servos (us): 1807
11:23:30:611 -> Moving servos (us): 1807
11:23:30:611 -> Moving servos (us): 1806
11:23:30:616 -> Moving servos (us): 1805
11:23:30:616 -> Moving servos (us): 1805
11:23:30:622 -> Moving servos (us): 1805
11:23:30:622 -> Moving servos (us): 1804
11:23:30:622 -> Moving servos (us): 1804
11:23:30:627 -> Moving servos (us): 1802
11:23:30:627 -> Moving servos (us): 1802
11:23:30:632 -> Moving servos (us): 1802
11:23:30:632 -> Moving servos (us): 1802
11:23:30:632 -> Moving servos (us): 1801
11:23:30:638 -> Moving servos (us): 1800
11:23:30:638 -> Moving servos (us): 1800
11:23:30:646 -> Moving servos (us): 1799
11:23:30:646 -> Moving servos (us): 1799
11:23:30:651 -> Moving servos (us): 1798
11:23:30:651 -> Moving servos (us): 1797
11:23:30:651 -> Moving servos (us): 1797
11:23:30:654 -> Moving servos (us): 1796
11:23:30:654 -> Moving servos (us): 1796
11:23:30:659 -> Moving servos (us): 1795
11:23:30:659 -> Moving servos (us): 1795
11:23:30:659 -> Moving servos (us): 1794
11:23:30:665 -> Moving servos (us): 1793
11:23:30:665 -> Moving servos (us): 1793
11:23:30:670 -> Moving servos (us): 1793
11:23:30:670 -> Moving servos (us): 1792
11:23:30:676 -> Moving servos (us): 1792
11:23:30:676 -> Moving servos (us): 1791
11:23:30:676 -> Moving servos (us): 1790
11:23:30:681 -> Moving servos (us): 1790
11:23:30:681 -> Moving servos (us): 1790
11:23:30:686 -> Moving servos (us): 1789
11:23:30:686 -> Moving servos (us): 1788
11:23:30:692 -> Moving servos (us): 1788
11:23:30:692 -> Moving servos (us): 1787
11:23:30:692 -> Moving servos (us): 1787
11:23:30:697 -> Moving servos (us): 1786
11:23:30:697 -> Moving servos (us): 1786
11:23:30:703 -> Moving servos (us): 1785
11:23:30:703 -> Moving servos (us): 1785
11:23:30:703 -> Moving servos (us): 1784
11:23:30:708 -> Moving servos (us): 1784
11:23:30:708 -> Moving servos (us): 1783
11:23:30:713 -> Moving servos (us): 1782
11:23:30:713 -> Moving servos (us): 1781
11:23:30:719 -> Moving servos (us): 1781
11:23:30:719 -> Moving servos (us): 1781
11:23:30:719 -> Moving servos (us): 1780
11:23:30:724 -> Moving servos (us): 1780
11:23:30:724 -> Moving servos (us): 1778
11:23:30:734 -> Moving servos (us): 1778
11:23:30:734 -> Moving servos (us): 1778
11:23:30:734 -> Moving servos (us): 1778
11:23:30:737 -> Moving servos (us): 1777
11:23:30:737 -> Moving servos (us): 1776
11:23:30:741 -> Moving servos (us): 1776
11:23:30:741 -> Moving servos (us): 1775
11:23:30:746 -> Moving servos (us): 1775
11:23:30:746 -> Moving servos (us): 1775
11:23:30:746 -> Moving servos (us): 1773
11:23:30:751 -> Moving servos (us): 1773
11:23:30:751 -> Moving servos (us): 1773
11:23:30:757 -> Moving servos (us): 1772
11:23:30:757 -> Moving servos (us): 1772
11:23:30:763 -> Moving servos (us): 1771
11:23:30:763 -> Moving servos (us): 1770
11:23:30:763 -> 25613,1770,S0=37.63 mA, S1=41.80 mA, S2=128.98 mA, S3=46.60 mA, S4=637.05 mA
11:23:30:773 -> FSR Live: PB0=37.00, PA7=0.00, PA6=31.00, PA5=0.00, PA4=1.00, PA3=15.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:30:778 -> Moving servos (us): 1767
11:23:30:784 -> Moving servos (us): 1766
11:23:30:784 -> Moving servos (us): 1765
11:23:30:789 -> Moving servos (us): 1765
11:23:30:789 -> Moving servos (us): 1764
11:23:30:789 -> Moving servos (us): 1764
11:23:30:795 -> Moving servos (us): 1763
11:23:30:795 -> Moving servos (us): 1763
11:23:30:800 -> Moving servos (us): 1761
11:23:30:800 -> Moving servos (us): 1761
11:23:30:800 -> Moving servos (us): 1761
11:23:30:805 -> Moving servos (us): 1761
11:23:30:805 -> Moving servos (us): 1760
